race_id,candidates,inc,inc_party,inc_R,state,abbrev,winner,year
AL_sen_1998,"['√ Richard Shelby (Republican) 63.2', 'Clayton Suddith (Democratic) 36.7', '\n']","Richard Shelby
",R,1,Alabama,AL,√ Richard Shelby (Republican) 63.2,1998
AL_sen_2002,"['√ Jeff Sessions (Republican) 58.6', 'Susan Parker (Democratic) 39.8', 'Jeff Allen (Libertarian) 1.5', '\n']","Jeff Sessions
",R,1,Alabama,AL,√ Jeff Sessions (Republican) 58.6,2002
AL_sen_2002,"['√ Jeff Sessions (Republican) 58.6', 'Susan Parker (Democratic) 39.8', 'Jeff Allen (Libertarian) 1.5', '\n']","Jeff Sessions
",R,1,Alabama,AL,√ Jeff Sessions (Republican) 58.6,2002
AL_sen_2004,"['√ Richard Shelby (Republican) 68', 'Wayne Sowell (Democratic) 32', '\n']","Richard Shelby
",R,1,Alabama,AL,√ Richard Shelby (Republican) 68,2004
AL_sen_2002,"['√ Jeff Sessions (Republican) 63.4', 'Vivian Davis Figures (Democratic) 36.5', '\n']","Jeff Sessions
",R,1,Alabama,AL,√ Jeff Sessions (Republican) 63.4,2002
AL_sen_2010,"['√ Richard Shelby (Republican) 65.3', ' William G. Barnes (Democratic) 34.7', '\n']","Richard Shelby
",R,1,Alabama,AL,√ Richard Shelby (Republican) 65.3,2010
AL_sen_2014,"['√ Jeff Sessions (Republican) 97.25', '[25]Write-in 2.75', '[25]\n']","Jeff Sessions
",R,1,Alabama,AL,√ Jeff Sessions (Republican) 97.25,2014
AL_sen_2016,"['√ Richard Shelby (Republican)[16] 64.0', 'Ron Crumpton (Democratic)[17] 35.8', 'Others (write-in) 0.2', '\n']","Richard Shelby
",R,1,Alabama,AL,√ Richard Shelby (Republican)[16] 64.0,2016
AK_sen_1978,"['√ Ted Stevens (Republican) 75.6', 'Donald W. Hobbs (Democratic) 24.1', '\n']","Ted Stevens
",R,1,Alaska,AK,√ Ted Stevens (Republican) 75.6,1978
AK_sen_1984,"['√ Ted Stevens (Republican) 71.2', 'John E. Havelock (Democratic) 28.5', '\n']","Ted Stevens
",R,1,Alaska,AK,√ Ted Stevens (Republican) 71.2,1984
AK_sen_1986,"['√ Frank Murkowski (Republican) 54.0', 'Glenn Olds (Democratic) 44.1', 'Chuck House (Libertarian) 1.7', '\n']","Frank Murkowski
",R,1,Alaska,AK,√ Frank Murkowski (Republican) 54.0,1986
AK_sen_1984,"['√ Ted Stevens (Republican) 71.2', 'John E. Havelock (Democratic) 28.5', '\n']","Ted Stevens
",R,1,Alaska,AK,√ Ted Stevens (Republican) 71.2,1984
AK_sen_1986,"['√ Frank Murkowski (Republican) 54.0', 'Glenn Olds (Democratic) 44.1', 'Chuck House (Libertarian) 1.7', '\n']","Frank Murkowski
",R,1,Alaska,AK,√ Frank Murkowski (Republican) 54.0,1986
AK_sen_1986,"['√ Frank Murkowski (Republican) 54.0', 'Glenn Olds (Democratic) 44.1', 'Chuck House (Libertarian) 1.7', '\n']","Frank Murkowski
",R,1,Alaska,AK,√ Frank Murkowski (Republican) 54.0,1986
AK_sen_1990,"['√ Ted Stevens (Republican) 67.2', 'Michael Beasley (Democratic) 32.8', '\n']","Ted Stevens
",R,1,Alaska,AK,√ Ted Stevens (Republican) 67.2,1990
AK_sen_1992,"['√ Frank Murkowski (Republican) 53.0', 'Tony Smith (Democratic) 38.4', 'Mary Jordan (Green) 8.4', '\n']","Frank Murkowski
",R,1,Alaska,AK,√ Frank Murkowski (Republican) 53.0,1992
AK_sen_1996,"['√ Ted Stevens (Republican) 76.7', 'Jeff Whittaker (Green) 12.5', 'Theresa Obermeyer (Democratic) 10.3', '\n']","Ted Stevens
",R,1,Alaska,AK,√ Ted Stevens (Republican) 76.7,1996
AK_sen_1998,"['√ Frank Murkowski (Republican) 74.5', 'Joe Sonneman (Democratic) 19.7', 'Jeffrey Gottlieb (Green) 3.2', 'Scott Kohlhaas (Libertarian) 2.3', '\n']","Frank Murkowski
",R,1,Alaska,AK,√ Frank Murkowski (Republican) 74.5,1998
AK_sen_2002,"['√ Ted Stevens (Republican) 78', 'Frank J. Vondersaar (Democratic) 11', 'Jim Sykes (Green) 8', 'Jim Dore (AI) 3', 'Leonard Karpinski (Libertarian) 1', '\n']","Ted Stevens
",R,1,Alaska,AK,√ Ted Stevens (Republican) 78,2002
AK_sen_2002,"['√ Ted Stevens (Republican) 78', 'Frank J. Vondersaar (Democratic) 11', 'Jim Sykes (Green) 8', 'Jim Dore (AI) 3', 'Leonard Karpinski (Libertarian) 1', '\n']","Ted Stevens
",R,1,Alaska,AK,√ Ted Stevens (Republican) 78,2002
AK_sen_2004,"['√ Lisa Murkowski (Republican) 48.6', 'Tony Knowles (Democratic) 45.5', 'Marc Millican (Independent) 2.9', 'Jerry Sanders (Alaskan Independence) 1.2', 'Jim Sykes (Green) 1', 'Scott Kohlhaas (Libertarian Party) 0.4', '\n']","Lisa Murkowski
",R,1,Alaska,AK,√ Lisa Murkowski (Republican) 48.6,2004
AK_sen_2002,"['√ Mark Begich (Democratic) 47.8', 'Ted Stevens (Republican) 46.6', 'Bob Bird (Alaskan Independence) 4.2', 'David Haase (Libertarian) 0.8', 'Ted Gianoutsos (Independent) 0.4', '\n']","Ted Stevens
",R,1,Alaska,AK,√ Mark Begich (Democratic) 47.8,2002
AK_sen_2010,"['√ Lisa Murkowski (Republican) 39.5', 'Joe Miller (Republican) 35.5', 'Scott McAdams (Democratic) 23.5', '\n']","Lisa Murkowski
",R,1,Alaska,AK,√ Lisa Murkowski (Republican) 39.5,2010
AK_sen_2016,"['√ Lisa Murkowski (Republican)[18] 44', 'Joe Miller (Libertarian)[19] 29', 'Margaret Stock (Independent)[20][21] 13', 'Ray Metcalfe (Democratic)[22] 12', '\n']","Lisa Murkowski
",R,1,Alaska,AK,√ Lisa Murkowski (Republican)[18] 44,2016
AZ_sen_1976,"['√ Dennis DeConcini (Democratic) 54.0', 'Sam Steiger (Republican) 43.3', 'Allan Norwitz (Libertarian) 1.0', '\n']","Paul Fannin
",R,1,Arizona,AZ,√ Dennis DeConcini (Democratic) 54.0,1976
AZ_sen_1980,"['√ Barry Goldwater (Republican) 49.5', 'Bill Schulz (Democratic) 48.4', 'Fred R. Easer (Libertarian) 1.4', 'Lorenzo Torrez (People Over Politics) 0.4', 'Josefina Otero (Socialist Workers) 0.4', '\n']","Barry Goldwater
",R,1,Arizona,AZ,√ Barry Goldwater (Republican) 49.5,1980
AZ_sen_1986,"['√ John McCain (Republican) 60.6', 'Richard Kimball (Democratic) 39.4', '\n']","Barry Goldwater
",R,1,Arizona,AZ,√ John McCain (Republican) 60.6,1986
AZ_sen_1986,"['√ John McCain (Republican) 60.6', 'Richard Kimball (Democratic) 39.4', '\n']","Barry Goldwater
",R,1,Arizona,AZ,√ John McCain (Republican) 60.6,1986
AZ_sen_1986,"['√ John McCain (Republican) 60.6', 'Richard Kimball (Democratic) 39.4', '\n']","Barry Goldwater
",R,1,Arizona,AZ,√ John McCain (Republican) 60.6,1986
AZ_sen_1992,"['√ John McCain (Republican) 55.8', 'Claire Sargent (Democratic) 31.6', 'Evan Mecham (Independent) 10.5', 'Kiana Delamare (Libertarian) 1.6', 'Ed Finkelstein (New Alliance) 0.5', '\n']","John McCain
",R,1,Arizona,AZ,√ John McCain (Republican) 55.8,1992
AZ_sen_1998,"['√ John McCain (Republican) 68.7', 'Ed Ranger (Democratic) 27.2', 'John C. Zajac (Libertarian) 2.3', 'Bob Park (Reform) 1.8', '\n']","John McCain
",R,1,Arizona,AZ,√ John McCain (Republican) 68.7,1998
AZ_sen_2000,"['√ Jon Kyl (Republican) 79.3', 'William Toel (Independent) 7.8', 'Vance Hansen (Green) 7.8', 'Barry Hess (Libertarian) 5.1', '\n']","Jon Kyl
",R,1,Arizona,AZ,√ Jon Kyl (Republican) 79.3,2000
AZ_sen_2004,"['√ John McCain (Republican) 76', 'Stuart Starky (Democratic) 21', 'Ernest Hancock (Libertarian) 3', '\n']","John McCain
",R,1,Arizona,AZ,√ John McCain (Republican) 76,2004
AZ_sen_2006,"['√ Jon Kyl (Republican) 53.3', 'Jim Pederson (Democratic) 43.5', 'Richard Mack (Libertarian) 3.2', '\n']","Jon Kyl
",R,1,Arizona,AZ,√ Jon Kyl (Republican) 53.3,2006
AZ_sen_2010,"['√ John McCain (Republican) 59.2', 'Rodney Glassman (Democratic) 34.7', 'David Nolan (Libertarian) 4.7', 'Jerry Joslyn (Green) 1.4', '\n']","John McCain
",R,1,Arizona,AZ,√ John McCain (Republican) 59.2,2010
AZ_sen_2012,"['√ Jeff Flake (Republican) 49.2', '[5]Richard Carmona (Democratic) 46.1', '[6]Marc Victor (Libertarian) 4.6', '[7]\n']","Jon Kyl
",R,1,Arizona,AZ,√ Jeff Flake (Republican) 49.2,2012
AZ_sen_2016,"['√ John McCain (Republican)[23] 53', 'Ann Kirkpatrick (Democratic)[24] 41', 'Pat Quinn (independent/Write-in)[25][26]Gary Swing (Green/Write-in)[27] 5', '\n']","John McCain
",R,1,Arizona,AZ,√ John McCain (Republican)[23] 53,2016
AR_sen_2002,"['√ Mark Pryor (Democratic) 53.9', 'Tim Hutchinson (Republican) 46.1', '\n']","Tim Hutchinson
",R,1,Arkansas,AR,√ Mark Pryor (Democratic) 53.9,2002
AR_sen_2002,"['√ Mark Pryor (Democratic) 53.9', 'Tim Hutchinson (Republican) 46.1', '\n']","Tim Hutchinson
",R,1,Arkansas,AR,√ Mark Pryor (Democratic) 53.9,2002
AR_sen_2016,"['√ John Boozman (Republican)[28] 59.7', 'Conner Eldridge (Democratic)[29] 36.3', 'Frank Gilbert (Libertarian)[30] 4.0', '\n']","John Boozman
",R,1,Arkansas,AR,√ John Boozman (Republican)[28] 59.7,2016
CA_sen_1982,"['√ Pete Wilson (Republican) 51.5', 'Jerry Brown (Democratic) 44.8', 'Tena Dietrich (American Ind.) 1.4', 'David Wald (Peace & Freedom) 1.2', 'Joseph Fuhrig (Libertarian) 1.1', '\n']","S. I. Hayakawa
",R,1,California,CA,√ Pete Wilson (Republican) 51.5,1982
CA_sen_1982,"['√ Pete Wilson (Republican) 51.5', 'Jerry Brown (Democratic) 44.8', 'Tena Dietrich (American Ind.) 1.4', 'David Wald (Peace & Freedom) 1.2', 'Joseph Fuhrig (Libertarian) 1.1', '\n']","S. I. Hayakawa
",R,1,California,CA,√ Pete Wilson (Republican) 51.5,1982
CA_sen_1988,"['√ Pete Wilson (Republican) 52.7', 'Leo T. McCarthy (Democratic) 44.0', 'Maria E. Muñoz (Peace & Freedom) 1.7', 'Jack Dean (Libertarian) 0.8', 'Merton D. Short (American Ind.) 0.7', '\n']","Pete Wilson
",R,1,California,CA,√ Pete Wilson (Republican) 52.7,1988
CA_sen_1992,"['√ Dianne Feinstein (Democratic) 54.3', 'John F. Seymour (Republican) 38.0', 'Gerald Horne (Peace & Freedom) 2.8', 'Paul Meeuwenberg (American Ind.) 2.6', 'Richard B. Boddie (Libertarian) 2.3', '\n']","John F. Seymour
",R,1,California,CA,√ Dianne Feinstein (Democratic) 54.3,1992
CO_sen_1984,"['√ William L. Armstrong (Republican) 64.2', 'Nancy E. Dick (Democratic) 34.6', 'Craig Green (Libertarian) 0.9', 'David Martin (Socialist Workers) 0.2', 'Earl Higgerson (Prohibition) 0.1', '\n']","William L. Armstrong
",R,1,Colorado,CO,√ William L. Armstrong (Republican) 64.2,1984
CO_sen_1984,"['√ William L. Armstrong (Republican) 64.2', 'Nancy E. Dick (Democratic) 34.6', 'Craig Green (Libertarian) 0.9', 'David Martin (Socialist Workers) 0.2', 'Earl Higgerson (Prohibition) 0.1', '\n']","William L. Armstrong
",R,1,Colorado,CO,√ William L. Armstrong (Republican) 64.2,1984
CO_sen_1990,"['√ Hank Brown (Republican) 55.7', 'Josie Heath (Democratic) 41.6', 'John Heckman (Concerns of People) 1.5', 'Earl Dodge (Prohibition) 1.2', '\n']","William L. Armstrong
",R,1,Colorado,CO,√ Hank Brown (Republican) 55.7,1990
CO_sen_1996,"['√ Wayne Allard (Republican) 51.4', 'Tom Strickland (Democratic) 45.7', 'Randy MacKenzie (Natural Law) 2.9', '\n']","Hank Brown
",R,1,Colorado,CO,√ Wayne Allard (Republican) 51.4,1996
CO_sen_1998,"['√ Ben Nighthorse Campbell (Republican) 62.5', 'Dottie Lamm (Democratic) 35', 'David S. Segal (Libertarian) 1', 'Kevin Swanson (American Constitution) 0.7', 'Jeff Peckman (Natural Law) 0.3', 'John Heckman (Concerns of People) 0.2', 'Gary Swing (Pacifist) 0.1', '\n']","Ben Nighthorse Campbell
",R,1,Colorado,CO,√ Ben Nighthorse Campbell (Republican) 62.5,1998
CO_sen_2002,"['√ Wayne Allard (Republican) 50.7', 'Tom Strickland (Democratic) 45.8', 'Douglas Campbell (Constitution) 1.5', 'Rick Stanley (Libertarian) 1.5', 'John Heckman (Concerns of People) 0.5', '\n']","Wayne Allard
",R,1,Colorado,CO,√ Wayne Allard (Republican) 50.7,2002
CO_sen_2002,"['√ Wayne Allard (Republican) 50.7', 'Tom Strickland (Democratic) 45.8', 'Douglas Campbell (Constitution) 1.5', 'Rick Stanley (Libertarian) 1.5', 'John Heckman (Concerns of People) 0.5', '\n']","Wayne Allard
",R,1,Colorado,CO,√ Wayne Allard (Republican) 50.7,2002
CO_sen_2004,"['√ Ken Salazar (Democratic) 51.3', 'Pete Coors (Republican) 46.5', 'Doug Cambell (Constitution) 1', 'Richard Randall (Libertarian) 0.5', 'John Harris (Independent) 0.4', 'Victor Good (Reform Party) 0.3', '\n']","Ben Nighthorse Campbell
",R,1,Colorado,CO,√ Ken Salazar (Democratic) 51.3,2004
CO_sen_2002,"['√ Mark Udall (Democratic) 52.8', 'Bob Schaffer (Republican) 42.5', 'Doug Campbell (Constitution) 2.6', 'Bob Kinsey (Green)  2.1', '\n']","Wayne Allard
",R,1,Colorado,CO,√ Mark Udall (Democratic) 52.8,2002
CT_sen_1976,"['√ Lowell P. Weicker Jr. (Republican) 57.7', 'Gloria Schaffer (Democratic) 41.2', '\n']","Lowell P. Weicker Jr.
",R,1,Connecticut,CT,√ Lowell P. Weicker Jr. (Republican) 57.7,1976
CT_sen_1982,"['√ Lowell Weicker (Republican) 50.4', 'Toby Moffett (Democratic) 46.1', 'Lucien DiFazio (Conservative) 2.8', 'James A. Lewis (Libertarian) 0.7', '\n']","Lowell P. Weicker Jr.
",R,1,Connecticut,CT,√ Lowell Weicker (Republican) 50.4,1982
CT_sen_1982,"['√ Lowell Weicker (Republican) 50.4', 'Toby Moffett (Democratic) 46.1', 'Lucien DiFazio (Conservative) 2.8', 'James A. Lewis (Libertarian) 0.7', '\n']","Lowell P. Weicker Jr.
",R,1,Connecticut,CT,√ Lowell Weicker (Republican) 50.4,1982
CT_sen_1988,"['√ Joe Lieberman (Democratic) 49.7', 'Lowell P. Weicker Jr. (Republican) 49.0', 'Howard Grayson (Libertarian) 0.9', 'Melissa Fisher (New Alliance) 0.3', '\n']","Lowell P. Weicker Jr.
",R,1,Connecticut,CT,√ Joe Lieberman (Democratic) 49.7,1988
DE_sen_1976,"['√ Bill Roth (Republican) 55.8', 'Thomas C. Maloney (Democratic) 43.6', '\n']","Bill Roth
",R,1,Delaware,DE,√ Bill Roth (Republican) 55.8,1976
DE_sen_1982,"['√ Bill Roth (Republican) 55.2', 'David N. Levinson (Democratic) 44.2', '\n']","William Roth
",R,1,Delaware,DE,√ Bill Roth (Republican) 55.2,1982
DE_sen_1982,"['√ Bill Roth (Republican) 55.2', 'David N. Levinson (Democratic) 44.2', '\n']","William Roth
",R,1,Delaware,DE,√ Bill Roth (Republican) 55.2,1982
DE_sen_1988,"['√ William Roth (Republican) 62.1', 'Shien Biau Woo (Democratic) 37.9', '\n']","William Roth
",R,1,Delaware,DE,√ William Roth (Republican) 62.1,1988
DE_sen_1994,"['√ William Roth (Republican) 55.8', 'Charles Oberly (Democratic) 42.5', 'John C. Dierick (Libertarian) 1.7', '\n']","William Roth
",R,1,Delaware,DE,√ William Roth (Republican) 55.8,1994
DE_sen_2000,"['√ Thomas R. Carper (Democratic) 55.5', 'William V. Roth, Jr. (Republican) 43.7', 'Mark Dankof (Constitution) 0.3', 'J. Burke Morrison (Libertarian) 0.3', 'Robert Mattson (Natural Law) 0.2', '\n']","William Roth
",R,1,Delaware,DE,√ Thomas R. Carper (Democratic) 55.5,2000
FL_sen_1986,"['√ Bob Graham (Democratic) 55', 'Paula Hawkins (Republican) 45', '\n']","Paula Hawkins
",R,1,Florida,FL,√ Bob Graham (Democratic) 55,1986
FL_sen_1986,"['√ Bob Graham (Democratic) 55', 'Paula Hawkins (Republican) 45', '\n']","Paula Hawkins
",R,1,Florida,FL,√ Bob Graham (Democratic) 55,1986
FL_sen_1986,"['√ Bob Graham (Democratic) 55', 'Paula Hawkins (Republican) 45', '\n']","Paula Hawkins
",R,1,Florida,FL,√ Bob Graham (Democratic) 55,1986
FL_sen_1994,"['√ Connie Mack III (Republican) 70.5', 'Hugh Rodham (Democratic) 30.5', '\n']","Connie Mack III
",R,1,Florida,FL,√ Connie Mack III (Republican) 70.5,1994
FL_sen_2000,"['√ Bill Nelson (Democratic) 51', 'Bill McCollum (Republican) 46.2', 'Willie Logan (Independent) 1.4', 'Joe Simonetta (Natural Law) 0.4', 'Darrell L. McCormick (Independent) 0.4', 'Joel Deckard (Reform) 0.3', 'Andy Martin (Independent) 0.3', 'Nikki Oldaker (Independent) 0.1', '\n']","Connie Mack III
",R,1,Florida,FL,√ Bill Nelson (Democratic) 51,2000
FL_sen_2010,"['√ Marco Rubio (Republican) 48.9', 'Charlie Crist (Independent) 29.7', 'Kendrick Meek (Democratic) 20.1', 'Alexander Snitker (Libertarian) 0.5', '\n']","George LeMieux
",R,1,Florida,FL,√ Marco Rubio (Republican) 48.9,2010
FL_sen_2016,"['√ Marco Rubio (Republican)[41] 52.0', 'Patrick Murphy (Democratic)[42] 44.3', 'Paul Stanton (Libertarian)[43] 2.1\n']","Marco Rubio
",R,1,Florida,FL,√ Marco Rubio (Republican)[41] 52.0,2016
GA_sen_1986,"['√ Wyche Fowler (Democratic) 50.9', 'Mack Mattingly (Republican) 49.1', '\n']","Mack Mattingly
",R,1,Georgia,GA,√ Wyche Fowler (Democratic) 50.9,1986
GA_sen_1986,"['√ Wyche Fowler (Democratic) 50.9', 'Mack Mattingly (Republican) 49.1', '\n']","Mack Mattingly
",R,1,Georgia,GA,√ Wyche Fowler (Democratic) 50.9,1986
GA_sen_1986,"['√ Wyche Fowler (Democratic) 50.9', 'Mack Mattingly (Republican) 49.1', '\n']","Mack Mattingly
",R,1,Georgia,GA,√ Wyche Fowler (Democratic) 50.9,1986
GA_sen_1998,"['√ Paul Coverdell (Republican) 52.3', 'Michael Coles (Democratic) 45.3', 'Bertil Armin Loftman (Libertarian) 2.5', '\n']","Paul Coverdell
",R,1,Georgia,GA,√ Paul Coverdell (Republican) 52.3,1998
GA_sen_2002,"['√ Saxby Chambliss (Republican) 49.8', 'Jim Martin (Democratic) 46.8', 'Allen Buckley (Libertarian) 3.4', 'Runoff: Chambliss 57.5', ' Martin 42.5', '\n']","Saxby Chambliss
",R,1,Georgia,GA,√ Saxby Chambliss (Republican) 49.8,2002
GA_sen_2010,"['√ Johnny Isakson (Republican) 58.1', 'Michael Thurmond (Democratic) 39.2', 'Chuck Donovan (Libertarian) 2.7', '\n']","Johnny Isakson
",R,1,Georgia,GA,√ Johnny Isakson (Republican) 58.1,2010
GA_sen_2014,"['√ David Perdue (Republican) 52.9', '[46]Michelle Nunn (Democratic) 45.2', '[47]Amanda Swafford (Libertarian) 1.9', '[48]\n']","Saxby Chambliss
",R,1,Georgia,GA,√ David Perdue (Republican) 52.9,2014
GA_sen_2016,"['√ Johnny Isakson (Republican)[44] 54.8', 'Jim Barksdale (Democratic)[45] 41', 'Allen Buckley (Libertarian)[46] 4.16', '\n']","Johnny Isakson
",R,1,Georgia,GA,√ Johnny Isakson (Republican)[44] 54.8,2016
HI_sen_1976,"['√ Spark Matsunaga (Democratic) 53.7', 'William F. Quinn (Republican) 40.6', '\n']","Hiram Fong
",R,1,Hawaii,HI,√ Spark Matsunaga (Democratic) 53.7,1976
ID_sen_1978,"['√ James A. McClure (Republican) 68.4', 'Dwight Jensen (Democratic) 31.6', '\n']","James A. McClure
",R,1,Idaho,ID,√ James A. McClure (Republican) 68.4,1978
ID_sen_1984,"['√ James A. McClure (Republican) 72.2', 'Peter M. Busch (Democratic) 26.0', 'Donald Billings (Libertarian) 1.8', '\n']","James A. McClure
",R,1,Idaho,ID,√ James A. McClure (Republican) 72.2,1984
ID_sen_1986,"['√ Steve Symms (Republican) 51.4', 'John V. Evans (Democratic) 48.6', '\n']","Steve Symms
",R,1,Idaho,ID,√ Steve Symms (Republican) 51.4,1986
ID_sen_1984,"['√ James A. McClure (Republican) 72.2', 'Peter M. Busch (Democratic) 26.0', 'Donald Billings (Libertarian) 1.8', '\n']","James A. McClure
",R,1,Idaho,ID,√ James A. McClure (Republican) 72.2,1984
ID_sen_1986,"['√ Steve Symms (Republican) 51.4', 'John V. Evans (Democratic) 48.6', '\n']","Steve Symms
",R,1,Idaho,ID,√ Steve Symms (Republican) 51.4,1986
ID_sen_1986,"['√ Steve Symms (Republican) 51.4', 'John V. Evans (Democratic) 48.6', '\n']","Steve Symms
",R,1,Idaho,ID,√ Steve Symms (Republican) 51.4,1986
ID_sen_1990,"['√ Larry Craig (Republican) 61.3', 'Ron J. Twilegar (Democratic) 38.7', '\n']","James A. McClure
",R,1,Idaho,ID,√ Larry Craig (Republican) 61.3,1990
ID_sen_1992,"['√ Dirk Kempthorne (Republican) 56.5', 'Richard H. Stallings (Democratic) 43.5', '\n']","Steve Symms
",R,1,Idaho,ID,√ Dirk Kempthorne (Republican) 56.5,1992
ID_sen_1996,"['√ Larry E. Craig (Republican) 57.0', ' Walt Minnick (Democratic) 39.9', 'Mary J. Charbonneau (Independent) 2.0', 'Susan Vegors (Natural Law) 1.0', '\n']","Larry Craig
",R,1,Idaho,ID,√ Larry E. Craig (Republican) 57.0,1996
ID_sen_1998,"['√ Mike Crapo (Republican) 69.5', 'Bill Mauk (Democratic) 28.4', 'George J. Mansfeld (Natural Law) 2', '\n']","Dirk Kempthorne
",R,1,Idaho,ID,√ Mike Crapo (Republican) 69.5,1998
ID_sen_2002,"['√ Larry Craig (Republican) 65', 'Alan Blinken (Democratic) 33', 'Donovan Bramwell (Libertarian) 2', '\n']","Larry Craig
",R,1,Idaho,ID,√ Larry Craig (Republican) 65,2002
ID_sen_2002,"['√ Larry Craig (Republican) 65', 'Alan Blinken (Democratic) 33', 'Donovan Bramwell (Libertarian) 2', '\n']","Larry Craig
",R,1,Idaho,ID,√ Larry Craig (Republican) 65,2002
ID_sen_2004,"['√ Mike Crapo (Republican) 99.2', 'Scott McClure (Democratic, write-in) 0.8', '\n']","Mike Crapo
",R,1,Idaho,ID,√ Mike Crapo (Republican) 99.2,2004
ID_sen_2002,"['√ Jim Risch (Republican) 57.7', 'Larry LaRocco (Democratic) 34.1', 'Rex Rammell (Independent) 5.4', 'Kent Marmon (Libertarian) 1.5', 'Pro-Life (Independent) 1.3', '\n']","Larry Craig
",R,1,Idaho,ID,√ Jim Risch (Republican) 57.7,2002
ID_sen_2010,"['√ Mike Crapo (Republican) 71.1', ' Tom Sullivan (Democratic) 25.0', 'Randy Bergquist (Constitution) 3.9', '\n']","Mike Crapo
",R,1,Idaho,ID,√ Mike Crapo (Republican) 71.1,2010
ID_sen_2014,"['√ Jim Risch (Republican) 65.3', '[49]Nels Mitchell (Democratic) 34.7', '[50]\n']","Jim Risch
",R,1,Idaho,ID,√ Jim Risch (Republican) 65.3,2014
ID_sen_2016,"['√ Mike Crapo (Republican)[48] 66.1', 'Jerry Sturgill (Democratic)[49] 27.8', '\nRay Writz (Constitution)6.0', '\n\n']","Mike Crapo
",R,1,Idaho,ID,√ Mike Crapo (Republican)[48] 66.1,2016
IL_sen_1978,"['√ Charles H. Percy (Republican) 53.3', 'Alex Seith (Democratic) 45.5', 'William R. Roy (Libertarian) 0.5', 'Patricia Grogan (Socialist Workers) 0.5', 'Gerald Rose (Socialist Labor) 0.2', '\n']","Charles H. Percy
",R,1,Illinois,IL,√ Charles H. Percy (Republican) 53.3,1978
IL_sen_1984,"['√ Paul Simon (Democratic) 50.1', 'Charles H. Percy (Republican) 48.2', 'Steven Givot (Libertarian) 1.2', 'Marjorie Pries (Citizens) 0.2', 'Nelson Gonzalez (Socialist Workers) 0.1', 'Ishmael Flory (Communist) 0.1', '\n']","Charles H. Percy
",R,1,Illinois,IL,√ Paul Simon (Democratic) 50.1,1984
IL_sen_1984,"['√ Paul Simon (Democratic) 50.1', 'Charles H. Percy (Republican) 48.2', 'Steven Givot (Libertarian) 1.2', 'Marjorie Pries (Citizens) 0.2', 'Nelson Gonzalez (Socialist Workers) 0.1', 'Ishmael Flory (Communist) 0.1', '\n']","Charles H. Percy
",R,1,Illinois,IL,√ Paul Simon (Democratic) 50.1,1984
IL_sen_2004,"['√ Barack Obama (Democratic) 70', 'Alan Keyes (Republican) 27', 'Albert Franzen (Independent) 1.6', 'Jerry Kohn (Libertarian) 1.3', '\n']","Peter Fitzgerald
",R,1,Illinois,IL,√ Barack Obama (Democratic) 70,2004
IL_sen_2016,"['√ Tammy Duckworth (Democratic)[50] 54.9', 'Mark Kirk (Republican)[51] 39.8', 'Kent McMillen (Libertarian)[52] 3.2', 'Scott Summers (Green)[53] 2.1\n']","Mark Kirk
",R,1,Illinois,IL,√ Tammy Duckworth (Democratic)[50] 54.9,2016
IN_sen_1982,"['√ Richard Lugar (Republican) 53.8', 'Floyd Fithian (Democratic) 45.6', 'Raymond James (American) 0.6', '\n']","Richard Lugar
",R,1,Indiana,IN,√ Richard Lugar (Republican) 53.8,1982
IN_sen_1986,"['√ Dan Quayle (Republican) 61.1', 'Jill L. Long (Democratic) 38.9', '\n']","Dan Quayle
",R,1,Indiana,IN,√ Dan Quayle (Republican) 61.1,1986
IN_sen_1982,"['√ Richard Lugar (Republican) 53.8', 'Floyd Fithian (Democratic) 45.6', 'Raymond James (American) 0.6', '\n']","Richard Lugar
",R,1,Indiana,IN,√ Richard Lugar (Republican) 53.8,1982
IN_sen_1986,"['√ Dan Quayle (Republican) 61.1', 'Jill L. Long (Democratic) 38.9', '\n']","Dan Quayle
",R,1,Indiana,IN,√ Dan Quayle (Republican) 61.1,1986
IN_sen_1986,"['√ Dan Quayle (Republican) 61.1', 'Jill L. Long (Democratic) 38.9', '\n']","Dan Quayle
",R,1,Indiana,IN,√ Dan Quayle (Republican) 61.1,1986
IN_sen_1988,"['√ Richard Lugar (Republican) 67.7', 'Jack Wickes (Democratic) 32.3', '\n']","Richard Lugar
",R,1,Indiana,IN,√ Richard Lugar (Republican) 67.7,1988
IN_sen_1992,"['√ Dan Coats (Republican) 57.3', 'Joseph Hogsett (Democratic) 40.7', 'Steve Dillon (Libertarian) 1.6', 'Raymond Tirado (New Alliance) 0.3', '\n']","Dan Coats
",R,1,Indiana,IN,√ Dan Coats (Republican) 57.3,1992
IN_sen_1994,"['√ Richard Lugar (Republican) 67.4', 'Jim Jontz (Democratic) 30.5', 'Barbara Bourland (Libertarian) 1.1', 'Mary Catherine Barton (NAP) 1', '\n']","Richard Lugar
",R,1,Indiana,IN,√ Richard Lugar (Republican) 67.4,1994
IN_sen_1998,"['√ Evan Bayh (Democratic) 63.7', 'Paul Helmke (Republican) 34.8', ' Rebecca Sink-Burris (Libertarian) 1.5', '\n']","Dan Coats
",R,1,Indiana,IN,√ Evan Bayh (Democratic) 63.7,1998
