race_id,candidates,inc,inc_party,inc_party,inc_R,inc_results,state,abbrev,rival,year
MD_gov_1990,"['William S. Shepard (Republican) 40.2', 'Carol Thies (Independent) (WI) 0.01', '\n']","William Donald Schaefer
",D,"Democratic
",0,"Re-elected, 59.8%
",Maryland,MD,William S. Shepard (Republican) 40.2,1990
MD_gov_1994,"['Parris Glendening (Democratic) 50.1', 'Ellen Sauerbrey (Republican) 49.8', '\n']","William Schaefer
",D,"Democratic
",0,"Term-limited, Democratic victory
",Maryland,MD,Parris Glendening (Democratic) 50.1,1994
MD_gov_1998,"['Ellen Sauerbrey (Republican) 44.8', '\n']","Parris Glendening
",D,"Democratic
",0,"Re-elected, 55.1%
",Maryland,MD,Ellen Sauerbrey (Republican) 44.8,1998
MD_gov_2002,"['Bob Ehrlich (Republican) 51.6', '  Kathleen Kennedy Townsend (Democratic) 47.7', '  Spear Lancaster (Libertarian) 0.7', '\n']","Parris Glendening
",D,"Democratic
",0,"Term-limited, Republican victory
",Maryland,MD,Bob Ehrlich (Republican) 51.6,2002
MD_gov_2006,"[""Martin O'Malley (D) 52.7"", ' Bob Ehrlich (R) 46.2', ' Eddie Boyd (Green) 0.9', ' Christopher Driscoll (Pop) 0.2', '\n']","Bob Ehrlich
",R,"Republican
",1,"Defeated, Democratic gain
",Maryland,MD,Martin O'Malley (D) 52.7,2006
MD_gov_2010,"['Bob Ehrlich (R), 42.3', '\nSusan J. Gaztanaga (L), 14,137 0.8', '\n\n']","Martin O'Malley
",D,"Democratic
",0,"Re-elected, 55.8%
",Maryland,MD,"Bob Ehrlich (R), 42.3",2010
MD_gov_2014,['√ Larry Hogan (R)[34]  Anthony Brown (D)[34] Shawn Quinn (L)\n'],Martin O'Malley,D,Democratic,0,Incumbent term-limited.Republican gain,Maryland,MD,"√ Larry Hogan (R)[34]  Anthony Brown (D)[34] Shawn Quinn (L)
",2014
MA_gov_1978,"['Edward J. King (Democratic) 52.5', 'Francis W. Hatch, Jr. (Republican) 47.2', '\n']","Michael Dukakis
",D,"Democratic
",0,"Defeated in primary, Democratic victory
",Massachusetts,MA,Edward J. King (Democratic) 52.5,1978
MA_gov_1982,"['Michael Dukakis (Democratic) 59.5', 'John W. Sears (Republican) 36.6', 'Frank Rich (Independent) 3.1', 'Rebecca Shipman (Libertarian) 0.9', '\n']","Edward J. King
",D,"Democratic
",0,"Defeated in primary, Democratic victory
",Massachusetts,MA,Michael Dukakis (Democratic) 59.5,1982
MA_gov_1986,"['George Kariotis (Republican) 31.2', '\n']","Michael Dukakis
",D,"Democratic
",0,"Re-elected, 68.8%
",Massachusetts,MA,George Kariotis (Republican) 31.2,1986
MA_gov_1990,"['William Weld (Republican) 50.2', 'John Silber (Democratic) 46.9', 'Leonard Umina (Independent) 2.7', '\n']","Michael Dukakis
",D,"Democratic
",0,"Retired, Republican victory
",Massachusetts,MA,William Weld (Republican) 50.2,1990
MA_gov_1994,"['Mark Roosevelt (Democratic) 28.3', 'Dean Cook (Libertarian) 0.7', 'Jeffrey Rebello (LaRouche was Right) 0.2', '\n']","Bill Weld
",R,"Republican
",1,"Re-elected, 70.8%
",Massachusetts,MA,Mark Roosevelt (Democratic) 28.3,1994
MA_gov_1998,"['Scott Harshbarger (Democratic) 47.4', 'Dean Cook (Libertarian) 1.7', '\n']","Paul Cellucci (acting)
",R,"Republican
",1,"Elected, 50.8%
",Massachusetts,MA,Scott Harshbarger (Democratic) 47.4,1998
MA_gov_2002,"['Mitt Romney (Republican) 49.8', ""  Shannon O'Brien (Democratic) 44.9"", '  Jill Stein (G-R) 3.5', '  Carla Howell (Libertarian) 1.1', ' Barbara Johnson (Independent) 0.7', '\n']","Jane Swift (acting)
",R,"Republican
",1,"Retired, Republican victory
",Massachusetts,MA,Mitt Romney (Republican) 49.8,2002
MA_gov_2006,"['Deval Patrick (D) 55.6', ' Kerry Healey (R) 35.3', ' Christy Mihos (I) 7.0', ' Grace Ross (GRP) 2.0', '\n']","Mitt Romney
",R,"Republican
",1,"Retired, Democratic gain
",Massachusetts,MA,Deval Patrick (D) 55.6,2006
MA_gov_2010,"['Charlie Baker (R), 42.1', '\nTim Cahill (I), 8.0', '\n\n']","Deval Patrick
",D,"Democratic
",0,"Re-elected, 48.4%
",Massachusetts,MA,"Charlie Baker (R), 42.1",2010
MA_gov_2014,['√ Charlie Baker (R)[35] Martha Coakley (D)[36] Evan Falchuk (United Independent)[37] Scott Lively (I)[38] Jeff McCormick (I)[39]\n'],Deval Patrick,D,Democratic,0,Incumbent retired.Republican gain,Massachusetts,MA,"√ Charlie Baker (R)[35] Martha Coakley (D)[36] Evan Falchuk (United Independent)[37] Scott Lively (I)[38] Jeff McCormick (I)[39]
",2014
MI_gov_1978,"['William B. Fitzgerald Jr. (Democratic) 43.2', '\n']","William Milliken
",R,"Republican
",1,"Re-elected, 56.8%
",Michigan,MI,"William B. Fitzgerald, Jr. (Democratic) 43.2",1978
MI_gov_1982,"['James Blanchard (Democratic) 51.4', 'Richard Headlee (Republican) 45.1', 'Robert Tisch (Tisch Ind. Citizens) 2.6', 'Dick Jacobs (Libertarian) 0.5', 'James Phillips (American Ind.) 0.2', 'Leslie E. Craine (Socialist Workers) 0.1', 'Martin P. McLaughlin (Workers League) 0.1', '\n']","William Milliken
",R,"Republican
",1,"Retired, Democratic victory
",Michigan,MI,James Blanchard (Democratic) 51.4,1982
MI_gov_1986,"['William Lucas (Republican) 31.5', '\n']","James Blanchard
",D,"Democratic
",0,"Re-elected, 68.1%
",Michigan,MI,William Lucas (Republican) 31.5,1986
MI_gov_1990,"['John Engler (Republican) 49.8', 'William Roundtree (Workers World) 1.1', '\n']","James Blanchard
",D,"Democratic
",0,"Defeated, 49.1%
",Michigan,MI,John Engler (Republican) 49.8,1990
MI_gov_1994,"['Howard Wolpe (Democratic) 38.5', '\n']","John Engler
",R,"Republican
",1,"Re-elected, 61.5%
",Michigan,MI,Howard Wolpe (Democratic) 38.5,1994
MI_gov_1998,"['Geoffrey Fieger (Democratic) 37.8', '\n']","John Engler
",R,"Republican
",1,"Re-elected, 62.2%
",Michigan,MI,Geoffrey Fieger (Democratic) 37.8,1998
MI_gov_2002,"['Jennifer Granholm (Democratic) 51.4', '  Dick Posthumus (Republican) 47.4', '  Douglas Campell (Green) 0.8', '  Joseph Pilchak (U.S. Taxpayers) 0.4', '\n']","John Engler
",R,"Republican
",1,"Term-limited, Democratic victory
",Michigan,MI,Jennifer Granholm (Democratic) 51.4,2002
MI_gov_2006,"['Jennifer Granholm (D) 56.3', ' Dick DeVos (R) 42.3', ' Greg Creswell (L) 0.6', ' Douglas Campbell (G) 0.5', ' Bhagwan Dashairya (C) 0.2', '\n']","Jennifer Granholm
",D,"Democratic
",0,"Re-elected
",Michigan,MI,Jennifer Granholm (D) 56.3,2006
MI_gov_2010,"['Rick Snyder (R), 58.1', '\nVirg Bernero (D), 39.9', '\nKen Proctor (L), 22,390 0.69', '\n\n']","Jennifer Granholm
",D,"Democratic
",0,"Term-limited, Republican victory
",Michigan,MI,"Rick Snyder (R), 58.1",2010
MI_gov_2014,['√ Rick Snyder (R) Mark Schauer (D)[40]Mary Buzuma (L)Paul Homeniuk (G) Robin Sanders (I)[41]\n'],Rick Snyder,R,Republican,1,Re-elected 51%,Michigan,MI,"√ Rick Snyder (R) Mark Schauer (D)[40]Mary Buzuma (L)Paul Homeniuk (G) Robin Sanders (I)[41]
",2014
MN_gov_1978,"['Al Quie (Republican) 52.3', 'Richard Pedersen (American) 1.3', 'Jill Lakowske (Socialist Workers) 0.4', 'Tom McDonald (Honest Government) 0.3', 'Robin E. Miller (Libertarian) 0.2', 'Edwin C. Pommerening (Savings Account) 0.1', '\n']","Rudy Perpich
",D,"DFL
",0,"Defeated, 45.3%
",Minnesota,MN,Al Quie (Republican) 52.3,1978
MN_gov_1982,"['Rudy Perpich (Democratic) 58.6', 'Wheelock Whitney (Republican) 40.0', 'Kathy Wheeler (Socialist Workers) 0.6', 'Tom McDonald (Honest Government) 0.5', 'Franklin H. Haws (Libertarian) 0.4', '\n']","Al Quie
",R,"Republican
",1,"Retired, Democratic victory
",Minnesota,MN,Rudy Perpich (Democratic) 58.6,1982
MN_gov_1986,"['Cal Ludeman (Republican) 43.1', '\n']","Rudy Perpich
",D,"Democratic
",0,"Re-elected, 56.1%
",Minnesota,MN,Cal Ludeman (Republican) 43.1,1986
MN_gov_1990,"['Arne Carlson (Ind. Republican) 50.1', 'Judith Ann Chosa (Independent) 1.2', 'Ross S. Culverhouse (Grassroots) 1.0', 'Jon Grunseth (Ind. Republican) 0.6', 'Wendy Lyons (Socialist Workers) 0.4', '\n']","Rudy Perpich
",D,"DFL
",0,"Defeated, 46.8%
",Minnesota,MN,Arne Carlson (Ind. Republican) 50.1,1990
MN_gov_1994,"['John Marty (DFL) 34.1', 'Will Shetterly (Grassroots) 1.2', 'Eric Olson (Libertarian) 0.9', 'Leslie Davis (Nutritional Rights Alliance) 0.3', 'Jon Hillson (Socialist Workers) 0.2', '\n']","Arne Carlson
",I,"Independent-Republican
",0,"Re-elected, 63.3%
",Minnesota,MN,John Marty (DFL) 34.1,1994
MN_gov_1998,"['Jesse Ventura (Reform) 37.0', 'Norm Coleman (Republican) 34.3', 'Skip Humphrey (Democratic) 28.1', 'Ken Pentel (Green) 0.3', 'Frank Germann (Libertarian) 0.1', 'Chris Wright (Grassroots) 0.1', '\n']","Arne Carlson
",R,"Republican
",1,"Retired, Reform victory
",Minnesota,MN,Jesse Ventura (Reform) 37.0,1998
MN_gov_2002,"['Tim Pawlenty (Republican) 44.4', '  Roger Moe (Democratic) 36.5', '  Tim Penny (Independence) 16.2', '  Ken Pentel (Green) 2.3', ' Kari Sachs (Socialist Workers) 0.1', ' Lawrence Aeshliman (Constitution) 0.1', '\n']","Jesse Ventura
",R,"Reform Party/Independence
",1,"Retired, Republican victory
",Minnesota,MN,Tim Pawlenty (Republican) 44.4,2002
MN_gov_2006,"['Tim Pawlenty (R) 46.7', ' Mike Hatch (DFL) 45.7', ' Peter Hutchinson (IPM) 6.4', 'Ken Pentel (G) 0.5', ' Walt Brown (I) 0.4', ' Leslie Davis (I) 0.2', '\n']","Tim Pawlenty
",R,"Republican
",1,"Re-elected
",Minnesota,MN,Tim Pawlenty (R) 46.7,2006
MN_gov_2010,"['Mark Dayton (D), 43.7', '\nTom Emmer (R), 43.2', '\nTom Horner (I), 11.9', '\n\n']","Tim Pawlenty
",R,"Republican
",1,"Retired, Democratic victory
",Minnesota,MN,"Mark Dayton (D), 43.7",2010
MN_gov_2014,"['√ Mark Dayton (DFL), 50.1', ' Jeff Johnson (R), 44.5', 'Hannah Nicollet (Independence), 2.9', 'Chris Wright (Grass Roots), 1.6', 'Chris Holbrook (L), 0.9', '\n']",Mark Dayton,D,Democratic–Farmer–Labor,0,Re-elected 50.1%,Minnesota,MN,"√ Mark Dayton (DFL), 50.1",2014
MS_gov_1979,"['William Winter (Democratic) 61.07', ' Gil Carmichael (Republican) 38.93', '\n']","Cliff Finch
",D,"Democratic
",0,"Term-limited, Democratic victory
",Mississippi,MS,William Winter (Democratic) 61.07,1979
MS_gov_1983,"['William Allain (Democratic) 55.1', 'Leon Bramlett (Republican) 38.9', 'Charles Evers (Independent) 4.1', 'Billie H. Taylor (Independent) 1.1', 'Henry McMullen Williams (Independent) 0.8', '\n']","William Winter
",D,"Democratic
",0,"Term-limited, Democratic victory
",Mississippi,MS,William Allain (Democratic) 55.1,1983
MS_gov_1987,"['Ray Mabus (Democratic) 53.4', 'Jack Reed (Republican) 46.6', '\n']","William Allain
",D,"Democratic
",0,"Retired, Democratic victory
",Mississippi,MS,Ray Mabus (Democratic) 53.4,1987
MS_gov_1991,"['Kirk Fordice (Republican) 50.8', ""Shawn O'Hara (Independent) 1.6"", '\n']","Ray Mabus
",D,"Democratic
",0,"Defeated, 47.6%
",Mississippi,MS,Kirk Fordice (Republican) 50.8,1991
MS_gov_1995,"['Dick Molpus (Democratic) 44.4', '\n']","Kirk Fordice
",R,"Republican
",1,"Re-elected, 55.6%
",Mississippi,MS,Dick Molpus (Democratic) 44.4,1995
MS_gov_1999,"['Ronnie Musgrove (Democratic) 49.6', 'Mike Parker (Republican) 48.5', 'Jerry Ladner (Reform) 1.1', 'Helen Perkins (Independent) 0.8', '\n']","Kirk Fordice
",R,"Republican
",1,"Term-limited, Democratic victory
",Mississippi,MS,Ronnie Musgrove (Democratic) 49.6,1999
MS_gov_2003,"['Haley Barbour (R) 52.59', 'John Cripps (Const.) 0.71', ""Shawn O'Hara (Ref.) 0.46"", 'Sherman Dillon (G) 0.44', '\n']","Ronnie Musgrove
",D,"Democratic
",0,"Defeated, 45.81%
",Mississippi,MS,Haley Barbour (R) 52.59,2003
MS_gov_2007,"['John Eaves (Democratic) 41.9', '\n']","Haley Barbour
",R,"Republican
",1,"Re-elected, 58.1%
",Mississippi,MS,John Eaves (Democratic) 41.9,2007
MS_gov_2011,"['Phil Bryant (R), 61.07', '  Johnny DuPree (D), 38.93', '\n']","Haley Barbour
",R,"Republican
",1,"Incumbent term-limited  Republican hold
",Mississippi,MS,"Phil Bryant (R), 61.07",2011
MS_gov_2015,"? Phil Bryant (R) 67%, Robert Gray (D) 32%",Phil Bryant,R,Republican,1,2011,Mississippi,MS,Re-elected[2],2015
MO_gov_1976,"['Joseph P. Teasdale (Democratic) 50.23', '  Leon Striler (Nonpartisan) 0.22', '\n']","Kit Bond
",R,"Republican
",1,"Defeated, 49.55%
",Missouri,MO,Joseph P. Teasdale (Democratic) 50.23,1976
MO_gov_1980,"['Kit Bond (Republican) 52.6', 'Helen Savio (Socialist Workers) 0.3', '\n']","Joseph P. Teasdale
",D,"Democratic
",0,"Defeated, 47.0%
",Missouri,MO,Kit Bond (Republican) 52.6,1980
MO_gov_1984,"['John Ashcroft (Republican) 56.7', 'Ken Rothman (Democratic) 43.3', '\n']","Kit Bond
",R,"Republican
",1,"Retired, Republican victory
",Missouri,MO,John Ashcroft (Republican) 56.7,1984
MO_gov_1988,"['Betty Hearnes (Democratic) 34.8', 'Mike Roberts (Libertarian) 1.0', '\n']","John Ashcroft
",R,"Republican
",1,"Re-elected, 64.2%
",Missouri,MO,Betty Hearnes (Democratic) 34.8,1988
MO_gov_1992,"['Mel Carnahan (Democratic) 58.7', 'William Webster (Republican) 41.3', '\n']","John Ashcroft
",R,"Republican
",1,"Term-limited, Democratic victory
",Missouri,MO,Mel Carnahan (Democratic) 58.7,1992
MO_gov_1996,"['Margaret Kelly (Republican) 40.4', 'Mark Oglesby (Libertarian) 2.4', '\n']","Mel Carnahan
",D,"Democratic
",0,"Re-elected, 57.2%
",Missouri,MO,Margaret Kelly (Republican) 40.4,1996
MO_gov_2000,"['Bob Holden (Democratic) 49.1', 'Jim Talent (Republican) 48.2', 'Larry Rice (Independent) 1.5', 'John Swenson (Libertarian) 0.5', 'Lavoy Reed (Green) 0.4', 'Richard Kline (Reform) 0.2', 'Richard Smith (Constitution) 0.1', '\n']","Roger Wilson
",D,"Democratic
",0,"Retired, Democratic victory
",Missouri,MO,Bob Holden (Democratic) 49.1,2000
MO_gov_2004,"['Matt Blunt (Republican) 50.8', 'Claire McCaskill (Democratic) 47.9', 'John Swenson (Libertarian) 1', 'Robert Wells (Constitution) 0.4', '\n']","Bob Holden
",D,"Democratic
",0,"Defeated in primary
",Missouri,MO,Matt Blunt (Republican) 50.8,2004
MO_gov_2008,"['Jay Nixon (D) 58.4', 'Kenny Hulshof (R) 39.5', 'Andrew Finkenstadt (L) 1.1', 'Gregory Thompson (C) 1.0', '\n']","Matt Blunt
",R,"Republican
",1,"Retired, Democratic victory
",Missouri,MO,Jay Nixon (D) 58.4,2008
MO_gov_2012,"['Dave Spence (R) 42.62', 'Jim Higgins (L) 2.7', '\n']","Jay Nixon
",D,"Democratic
",0,"Re-elected, 54.68%
",Missouri,MO,Dave Spence (R) 42.62,2012
MO_gov_2016,['Eric Greitens (Republican)[18]Chris Koster (Democratic)[19]Cisse Spragins (Libertarian)[13]Don Fitz (Green)Les Turilli (unaffiliated)\n'],"Jay Nixon
",D,"Democratic
",0,"Incumbent term-limited. New governor elected. Republican gain.
",Missouri,MO,"Eric Greitens (Republican)[18]Chris Koster (Democratic)[19]Cisse Spragins (Libertarian)[13]Don Fitz (Green)Les Turilli (unaffiliated)
",2016
MT_gov_1976,"['Robert Woodahl (Republican) 36.58', '  Charley Mahoney (Independent) 1.72', '\n']","Thomas Lee Judge
",D,"Democratic
",0,"Re-elected, 61.7%
",Montana,MT,Robert Woodahl (Republican) 36.58,1976
MT_gov_1980,"['Ted Schwinden (Democratic) 55.4', 'Jack Ramirez (Republican) 44.6', '\n']","Thomas Lee Judge
",D,"Democratic
",0,"Defeated in primary, Democratic victory
",Montana,MT,Ted Schwinden (Democratic) 55.4,1980
MT_gov_1984,"['Pat M. Goodover (Republican) 26.4', 'Larry Dodge (Libertarian) 3.3', '\n']","Ted Schwinden
",D,"Democratic
",0,"Re-elected, 70.3%
",Montana,MT,Pat M. Goodover (Republican) 26.4,1984
MT_gov_1988,"['Stan Stephens (Republican) 51.9', 'Thomas Lee Judge (Democratic) 46.1', '\n']","Ted Schwinden
",D,"Democratic
",0,"Term-limited, Republican victory
",Montana,MT,Stan Stephens (Republican) 51.9,1988
MT_gov_1992,"['Marc Racicot (Republican) 51.4', 'Dorothy Bradley (Democratic) 48.7', '\n']","Stan Stephens
",R,"Republican
",1,"Term-limited, Republican victory
",Montana,MT,Marc Racicot (Republican) 51.4,1992
MT_gov_1996,"['Judy Jacobson (Democratic) 20.8', '\n']","Marc Racicot
",R,"Republican
",1,"Re-elected, 79.2%
",Montana,MT,Judy Jacobson (Democratic) 20.8,1996
MT_gov_2000,"['Judy Martz (Republican) 51', ""Mark O'Keefe (Democratic) 47.1"", 'Stan Jones (Libertarian) 1.9', '\n']","Marc Racicot
",R,"Republican
",1,"Term-limited, Republican victory
",Montana,MT,Judy Martz (Republican) 51,2000
MT_gov_2004,"['Brian Schweitzer (Democratic) 50.4', 'Bob Brown (Republican) 46', 'Bob Kelleher (Green) 1.9', 'Stan Jones (Libertarian) 1.7', '\n']","Judy Martz
",R,"Republican
",1,"Retired, Democratic victory
",Montana,MT,Brian Schweitzer (Democratic) 50.4,2004
MT_gov_2008,"['Roy Brown (R) 32.5', 'Stan Jones (L) 2.0', '\n']","Brian Schweitzer
",D,"Democratic
",0,"Re-elected, 65.5%
",Montana,MT,Roy Brown (R) 32.5,2008
MT_gov_2012,"['Steve Bullock (D) 48.9', 'Rick Hill (R) 47.34', 'Ron Vandevender (L) 3.76', '\n']","Brian Schweitzer
",D,"Democratic
",0,"Term-limited, Democrat hold
",Montana,MT,Steve Bullock (D) 48.9,2012
MT_gov_2016,['Steve Bullock (Democratic)[20]Greg Gianforte (Republican)[21]Ted Dunlap (Libertarian)[22]\n'],"Steve Bullock
",D,"Democratic
",0,"Incumbent won re-election.
",Montana,MT,"Steve Bullock (Democratic)[20]Greg Gianforte (Republican)[21]Ted Dunlap (Libertarian)[22]
",2016
NE_gov_1978,"['Charles Thone (Republican) 56.0', 'Gerald T. Whelan (Democratic) 44.0', '\n']","J. James Exon
",D,"Democratic
",0,"Term-limited, Republican victory
",Nebraska,NE,Charles Thone (Republican) 56.0,1978
NE_gov_1982,"['Bob Kerrey (Democratic) 50.7', '\n']","Charles Thone
",R,"Republican
",1,"Defeated, 49.3%
",Nebraska,NE,Bob Kerrey (Democratic) 50.7,1982
NE_gov_1986,"['Kay A. Orr (Republican) 52.9', 'Helen Boosalis (Democratic) 47.1', '\n']","Bob Kerrey
",D,"Democratic
",0,"Retired, Republican victory
",Nebraska,NE,Kay A. Orr (Republican) 52.9,1986
NE_gov_1990,"['Ben Nelson (Democratic) 49.9', 'Mort Sullivan (Write-in) 0.3', '\n']","Kay A. Orr
",R,"Republican
",1,"Defeated, 49.2%
",Nebraska,NE,Ben Nelson (Democratic) 49.9,1990
NE_gov_1994,"['Gene Spence (Republican) 25.6', 'Ernie Chambers (Write-in) 0.5', '\n']","Ben Nelson
",D,"Democratic
",0,"Re-elected, 73.0%
",Nebraska,NE,Gene Spence (Republican) 25.6,1994
NE_gov_1998,"['Mike Johanns (Republican) 53.9', 'Bill Hoppner (Democratic) 46.0', '\n']","Ben Nelson
",D,"Democratic
",0,"Term-limited, Republican victory
",Nebraska,NE,Mike Johanns (Republican) 53.9,1998
NE_gov_2002,"['Stormy Dean (Democratic) 27.5', '  Paul Rosberg (Nebraska) 3.8', '\n']","Mike Johanns
",R,"Republican
",1,"Re-elected, 68.9%
",Nebraska,NE,Stormy Dean (Democratic) 27.5,2002
NE_gov_2006,"['Dave Heineman (R) 73.4', ' David Hahn (D) 24.4', 'Barry Richards (Ne) 1.5', ' Mort Sullivan (I) 0.6', '\n']","Dave Heineman
",R,"Republican
",1,"Re-elected
",Nebraska,NE,Dave Heineman (R) 73.4,2006
NE_gov_2010,"['Mike Meister (D), 25.7', '\n']","Dave Heineman
",R,"Republican
",1,"Re-elected, 74.3%
",Nebraska,NE,"Mike Meister (D), 25.7",2010
NE_gov_2014,['√ Pete Ricketts (R)[42] Chuck Hassebrook (D)[42] Mark Elworth (L)[42]\n'],Dave Heineman,R,Republican,1,Incumbent term-limited.Republican hold,Nebraska,NE,"√ Pete Ricketts (R)[42] Chuck Hassebrook (D)[42] Mark Elworth (L)[42]
",2014
NV_gov_1978,"['Robert List (Republican) 56.2', 'Robert E. Rose (Democratic) 39.7', 'Thomas F. Jefferson (Ind. American) 1.7', 'None of These Candidates1.7', 'John W. Grayson Jr. (Libertarian) 0.8', '\n']","Mike O'Callaghan
",D,"Democratic
",0,"Term-limited, Republican victory
",Nevada,NV,Robert List (Republican) 56.2,1978
NV_gov_1982,"['Richard Bryan (Democratic) 53.4', 'None of These Candidates 2.9', 'Dan Becan (Libertarian) 1.9', '\n']","Robert List
",R,"Republican
",1,"Defeated, 41.8%
",Nevada,NV,Richard Bryan (Democratic) 53.4,1982
NV_gov_1986,"['Patricia Dillon Cafferata (Republican) 25.0', 'None of These Candidates 2.1', 'Louis R. Tomburello (Libertarian) 1.0', '\n']","Richard Bryan
",D,"Democratic
",0,"Re-elected, 71.9%
",Nevada,NV,Patricia Dillon Cafferata (Republican) 25.0,1986
NV_gov_1990,"['Jim Gallaway (Republican) 29.9', 'None of These Candidates 2.8', 'James Frye (Libertarian) 2.5', '\n']","Bob Miller
",D,"Democratic
",0,"Re-elected, 64.8%
",Nevada,NV,Jim Gallaway (Republican) 29.9,1990
NV_gov_1994,"['Jim Gibbons (Republican) 41.3', 'Daniel Hansen (Independent American) 2.6', 'None of These Candidates 2.3', 'Denis Shotly (Libertarian) 1.1', '\n']","Bob Miller
",D,"Democratic
",0,"Re-elected, 52.7%
",Nevada,NV,Jim Gibbons (Republican) 41.3,1994
NV_gov_1998,"['Kenny Guinn (Republican) 51.6', 'Jan Jones (Democratic) 42.0', 'None of the above 2.9', 'Chuck Horne (Independent American) 1.7', 'Terry Savage (Libertarian) 1.7', '\n']","Bob Miller
",D,"Democratic
",0,"Term-limited, Republican victory
",Nevada,NV,Kenny Guinn (Republican) 51.6,1998
NV_gov_2002,"['Joe Neal (Democratic) 22', '  None of the above 4.7', '  Dick Geyer (Libertarian) 1.6', '  David Holmgren (Indep. American) 1.4', '  Jerry Norton (Independent) 1.1', '  Charles Laws (Green) 1', '\n']","Kenny Guinn
",R,"Republican
",1,"Re-elected, 68.3%
",Nevada,NV,Joe Neal (Democratic) 22,2002
NV_gov_2006,"['Jim Gibbons (R) 47.9', ' Dina Titus (D) 43.9', 'None of These Candidates 3.6', ' Christopher Hansen (C) 3.4', ' Craig Bergland (Green) 1.2', '\n']","Kenny Guinn
",R,"Republican
",1,"Term-limited, Republican hold
",Nevada,NV,Jim Gibbons (R) 47.9,2006
NV_gov_2010,"['Brian Sandoval (R), 53.4', '\nRory Reid (D), 41.6', '\nArthur Forrest Lampitt (L), 4,672 0.7', '\n\n']","Jim Gibbons
",R,"Republican
",1,"Defeated in primary, Republican victory
",Nevada,NV,"Brian Sandoval (R), 53.4",2010
NV_gov_2014,['√ Brian Sandoval (R) Robert Goodman (D)[43] David VanDerBeek (Independent American)[43]\n'],Brian Sandoval,R,Republican,1,Re-elected 70.6%,Nevada,NV,"√ Brian Sandoval (R) Robert Goodman (D)[43] David VanDerBeek (Independent American)[43]
",2014
NY_gov_1976,"['Harry Spanos (Democratic) 42.32', '\n']","Meldrim Thomson, Jr.
",R,"Republican
",1,"Re-elected, 57.66%
",New_Hampshire,NY,Harry Spanos (Democratic) 42.32,1976
NH_gov_1978,"['Hugh Gallen (Democratic) 49.4', 'Wesley Powell (Independent) 4.6', 'Mabel Everett (Libertarian) 4.6', 'Ralph Brewster (Independent) 0.2', '\n']","Meldrim Thomson, Jr.
",R,"Republican
",1,"Defeated, 45.4%
",New_Hampshire,NH,Hugh Gallen (Democratic) 49.4,1978
NH_gov_1980,"['Meldrim Thomson Jr. (Republican) 40.7', 'James Pinnaird (Libertarian) 0.3', '\n']","Hugh Gallen
",D,"Democratic
",0,"Re-elected, 59.0%
",New_Hampshire,NH,"Meldrim Thomson, Jr. (Republican) 40.7",1980
NH_gov_1982,"['John H. Sununu (Republican) 51.5', 'Meldrim Thomson, Jr. (Independent) 1.7', '\n']","Hugh Gallen
",D,"Democratic
",0,"Defeated, 46.8%
",New_Hampshire,NH,John H. Sununu (Republican) 51.5,1982
NH_gov_1984,"['Chris Spirou (Democratic) 33.1', '\n']","John H. Sununu
",R,"Republican
",1,"Re-elected, 66.8%
",New_Hampshire,NH,Chris Spirou (Democratic) 33.1,1984
NH_gov_1986,"['Paul McEachern (Democratic) 46.3', '\n']","John H. Sununu
",R,"Republican
",1,"Re-elected, 53.7%
",New_Hampshire,NH,Paul McEachern (Democratic) 46.3,1986
NH_gov_1988,"['Judd Gregg (Republican) 60.4', 'Paul McEachern (Democratic) 39.0', '\n']","John H. Sununu
",R,"Republican
",1,"Retired, Republican victory
",New_Hampshire,NH,Judd Gregg (Republican) 60.4,1988
NH_gov_1990,"['J. Joseph Grandmaison (Democratic) 34.7', 'Miriam F. Luce (Libertarian) 4.9', '\n']","Judd Gregg
",R,"Republican
",1,"Re-elected, 60.5%
",New_Hampshire,NH,J. Joseph Grandmaison (Democratic) 34.7,1990
NH_gov_1992,"['Steve Merrill (Republican) 56.0', 'Arnie Arnesen (Democratic) 40.0', 'Miriam Luce (Libertarian) 4.0', '\n']","Judd Gregg
",R,"Republican
",1,"Retired, Republican victory
",New_Hampshire,NH,Steve Merrill (Republican) 56.0,1992
NH_gov_1994,"['Wayne King (Democratic) 25.6', 'Steve Winter (Libertarian) 4', 'Cal Warburton (Libertarian) 0.4', '\n']","Steve Merrill
",R,"Republican
",1,"Re-elected, 70.0%
",New_Hampshire,NH,Wayne King (Democratic) 25.6,1994
NH_gov_1996,"['Jeanne Shaheen (Democratic) 57.2', 'Ovide Lamontagne (Republican) 39.5', 'Fred Bramante (Independent Reform) 2.1', 'Robert Kingsbury (Libertarian) 1.2', '\n']","Steve Merrill
",R,"Republican
",1,"Retired, Democratic victory
",New_Hampshire,NH,Jeanne Shaheen (Democratic) 57.2,1996
NH_gov_1998,"['Jay Lucas (Republican) 33.1', '\n']","Jeanne Shaheen
",D,"Democratic
",0,"Re-elected, 66.1%
",New_Hampshire,NH,Jay Lucas (Republican) 33.1,1998
NH_gov_2000,"['Gordon Humphrey (Republican) 43.8', 'Mary Brown (Independent) 6.4', 'John Babiarz (Libertarian) 1.1', '\n']","Jeanne Shaheen
",D,"Democratic
",0,"Re-elected, 48.7%
",New_Hampshire,NH,Gordon Humphrey (Republican) 43.8,2000
